"","First.Name","Last.Name","Age","Rank","Classification","Date.of.Incident","Date.of.Death","Cause.Of.Death","Nature.Of.Death","Duty","Activity","Emergency","Property.Type","Year"
"453","Kenneth","Phelan",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"454","Christopher","Pickford",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"455","Shawn","Powell",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"456","Vincent","Princiotta",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"457","Kevin","Prior",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"458","Richard","Prunty",NA,"Battalion Chief","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"459","Lincoln","Quappe",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"460","Michael","Quilty",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"461","Leonard","Ragaglia",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"462","Michael","Ragusa",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"463","Edward","Rall",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"464","Adam","Rand",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"465","Donald","Regan",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"466","Robert","Regan",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"467","Christian","Regenhard",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"468","Kevin","Reilly",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"469","Vernon","Richard",NA,"Captain","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"470","James","Riches",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"471","Joseph","Rivelli Jr.",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"472","Michael","Roberts",30,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"473","Michael","Roberts",31,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"474","Anthony","Rodriguez",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"475","Matthew","Rogan",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"476","Nicholas","Rossomando",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"477","Paul","Ruback",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"478","Stephen","Russell",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"479","Michael","Russo",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"480","Matthew","Ryan",NA,"Battalion Chief","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"481","Thomas","Sabella",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"482","Christopher","Santora",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"483","John","Santore",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"484","Gregory","Saucedo",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"485","Dennis","Scauso",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"486","John","Schardt",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"487","Fred","Scheffold",NA,"Battalion Chief","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"488","Thomas","Schoales",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"489","Gerard","Schrang",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"490","Gregory","Sikorsky",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"491","Stephen","Siller",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"492","Stanley","Smagala Jr.",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"493","Kevin","Smith",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"494","Leon","Smith Jr.",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"495","Robert","Spear Jr.",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"496","Joseph","Spor, Jr.",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"497","Lawrence","Stack",NA,"Battalion Chief","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"498","Timothy","Stackpole",NA,"Captain","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"499","Gregory","Stajk",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"500","Jeffrey","Stark",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"501","Benjamin","Suarez",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"502","Daniel","Suhr",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"503","Christopher","Sullivan",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"504","Brian","Sweeney",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"505","Sean","Tallon",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"506","Allan","Tarasiewicz",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"507","Paul","Tegtmeier",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"508","John","Tierney",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"509","John","Tipping II",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"510","Hector","Tirado Jr.",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"511","Richard","Van Hine",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"512","Peter","Vega",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"513","Lawrence","Veling",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"514","John","Vigiano II",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"515","Sergio","Villanueva",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"516","Lawrence","Virgilio",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"517","Robert","Wallace",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"518","Jeffrey","Walz",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"519","Michael","Warchola",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"520","Patrick","Waters, II",NA,"Captain","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"521","Kenneth","Watson",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"522","Michael","Weinberg",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"523","David","Weiss",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"524","Timothy","Welty",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"525","Eugene","Whelan",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"526","Edward","White, III",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"527","Mark","Whitford",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"528","Glenn","Wilkinson",NA,"Lieutenant","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"529","John","Williamson",NA,"Battalion Chief","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"530","David","Wooley",NA,"Captain","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"531","Raymond","York",NA,"Firefighter","Career","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","Search and Rescue","Yes","Store/Office"," 2001"
"532","Glenn","Winuk",40,"Firefighter","Volunteer","Sep 11, 2001","Sep 11, 2001","Collapse","Trauma","On-Scene Fire","EMS/Patient Care","Yes","Store/Office"," 2001"
"533","Charles","Drennan, Jr",50,"Assistant Chief","Career","Sep 13, 2001","Sep 13, 2001","Impact","Trauma","On-Duty","Other","No","Residential"," 2001"
"534","Willie","Barns",66,"Fire Police Lieutenant","Volunteer","Sep 16, 2001","Sep 16, 2001","Stress/Overexertion","Heart Attack","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2001"
"535","Linda","Hernandez",34,"Firefighter","Career","May 22, 1999","Sep 18, 2001","","","On-Scene Fire","Ventilation","Yes","Residential"," 2001"
"536","Clarence","Kreitzer",78,"Firefighter","Volunteer","Sep 25, 2001","Sep 25, 2001","Stress/Overexertion","Heart Attack","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2001"
"537","Bradley","Golden",19,"Firefighter","Volunteer","Sep 25, 2001","Sep 25, 2001","Trapped","Suffocation","Training","Search and Rescue","No","Residential"," 2001"
"538","Daniel","Woodward",32,"Captain","Volunteer","Sep 26, 2001","Sep 26, 2001","Stress/Overexertion","Heart Attack","On-Scene Fire","Salvage and Overhaul","Yes","Residential"," 2001"
"539","James","Smith",NA,"Firefighter/EMT","Volunteer","Jan 17, 1997","Oct 6, 2001","Impact","Other","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential","2001"
"540","Kenneth","Frayne",28,"Firefighter","Volunteer","Oct 13, 2001","Oct 13, 2001","Trapped","Suffocation","Training","Other","No","Outdoor Property"," 2001"
"541","Jay","Jahnke",40,"Captain","Career","Oct 13, 2001","Oct 13, 2001","Trapped","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2001"
"542","Robert","Marsh",78,"Firefighter","Volunteer","Oct 14, 2001","Oct 14, 2001","Stress/Overexertion","Heart Attack","Response","Vehicle Driver","Yes","Street/Road"," 2001"
"543","Michael","Elliott",46,"FireFighter","Volunteer","Oct 24, 2001","Oct 24, 2001","Impact","Trauma","On-Scene Emergency","Personal Vehicle Driver/Passenger","Yes","Outdoor Property"," 2001"
"544","William","Howzdy",71,"Firefighter","Volunteer","Oct 25, 2001","Oct 25, 2001","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","Store/Office"," 2001"
"545","Dennis 'Denny'","Dart",62,"Senior Firefighter","Volunteer","Nov 2, 2001","Nov 2, 2001","Stress/Overexertion","Heart Attack","On-Scene Fire","Water Supply","Yes","Street/Road","2001"
"546","Gary","Cruise",48,"Engineer","Career","Apr 22, 2001","Nov 3, 2001","Stress/Overexertion","Heart Attack","Training","Other","No","Store/Office","2001"
"547","George","Danielson Jr.",77,"Firefighter","Volunteer","Sep 14, 2001","Nov 8, 2001","Impact","Trauma","Response","Support","Yes","Street/Road","2001"
"548","Hairold","Strode",46,"Firefighter","Career","Nov 10, 2001","Nov 10, 2001","Trapped","Burns","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property"," 2001"
"549","James","Hanson",NA,"Firefighter","Volunteer","Nov 10, 2001","Nov 10, 2001","Stress/Overexertion","Heart Attack","On-Duty","Other","Yes","Residential"," 2001"
"550","Clifford","White, Jr.",21,"Firefighter","Volunteer","Nov 19, 2001","Nov 19, 2001","Impact","Trauma","Response","Vehicle Passenger","Yes","Street/Road"," 2001"
"551","Paula","Varble",40,"Fire Chief","Volunteer","Nov 20, 2001","Nov 21, 2001","Stress/Overexertion","Stroke","On-Scene Emergency","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2001"
"552","Debra","Sinard",43,"Firefighter","Volunteer","Dec 11, 2001","Dec 11, 2001","Stress/Overexertion","Heart Attack","Training","Advance Hose Lines/Fire Attack","No","Store/Office"," 2001"
"553","Ralph","Vance",68,"Firefighter","Volunteer","Dec 14, 2001","Dec 14, 2001","Stress/Overexertion","Heart Attack","Response","Vehicle Driver","Yes","Street/Road"," 2001"
"554","Darrell","Thomas",48,"Assistant Chief","Career","Dec 15, 2001","Dec 15, 2001","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","Store/Office"," 2001"
"555","David","Butler",43,"Firefighter","Volunteer","Dec 24, 2001","Dec 24, 2001","Stress/Overexertion","Heart Attack","Response","Vehicle Driver","Yes","Street/Road"," 2001"
"556","Richard","Majors",45,"Firefighter","Career","Jan 11, 2002","Jan 11, 2002","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","Store/Office"," 2002"
"557","Robert","Feeney",41,"Firefighter","Volunteer","Jan 16, 2002","Jan 16, 2002","Stress/Overexertion","Heart Attack","On-Scene Fire","Water Supply","Yes","Residential"," 2002"
"558","Thomas","Andersen",48,"Assistant Chief","Career","Jan 21, 2002","Jan 21, 2002","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2002"
"559","Elmer","Bell",44,"Firefighter","Career","Jan 19, 2002","Jan 21, 2002","Stress/Overexertion","Stroke","On-Duty","Other","No","N/A"," 2002"
"560","Dustin","Schwendeman",26,"Firefighter","Volunteer","Jan 21, 2002","Jan 22, 2002","Impact","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2002"
"561","Mark","Edwards",41,"Engineer","Volunteer","Mar 3, 2001","Jan 29, 2002","Fall","Trauma","On-Duty","Support","No","Store/Office"," 2002"
"562","Thomas","Brooks",48,"Master Firefighter","Career","Jan 31, 2002","Jan 31, 2002","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","Store/Office"," 2002"
"563","Louis","Rickards",55,"President","Volunteer","Feb 3, 2002","Feb 3, 2002","Impact","Trauma","On-Duty","Vehicle Driver","No","Street/Road","2002"
"564","Steven","Olander",39,"Firefighter","Career","Jan 10, 2002","Feb 7, 2002","Impact","Stroke","On-Scene Fire","Search and Rescue","Yes","Residential","2002"
"565","Rex","Walter",69,"Firefighter","Volunteer","Feb 10, 2002","Feb 10, 2002","Stress/Overexertion","Heart Attack","Response","Other","Yes","Store/Office"," 2002"
